QuestionID,about,acomp,advcl,advmod,after,against,amod,appos,around,as,at,aux,auxpass,before,between,both,but,by,cc,ccomp,cd,conj,cop,csubj,csubjpass,date,dep,det,dobj,dt,duration,during,either,ex,expl,for,from,fw,if,in,individual,infmod,into,iobj,jj,jjr,jjs,location,mark,md,minus,misc,money,mwe,neg,nn,nnp,nnps,nns,npadvmod,nsubj,nsubjpass,num,number,of,on,ordinal,organization,over,parataxis,partmod,pcomp,pdt,per,percent,person,plus,pobj,pos,poss,possessive,preconj,predet,prep,prp$,prp,prt,quantmod,rb,rbr,rcmod,root,rp,set,such,sym,than,that,time,tmod,to,toward,upon,vb,vbd,vbg,vbn,vbp,vbz,wdt,with,within,worth,wp$,wp,wrb,xcomp, lEquations
383,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,1,3,1,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,8,0,0,5,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0, b*x+c*y=d;1*x+1*y=a
384,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,1,4,0,5,2,2,0,0,2,3,6,0,6,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,26,0,0,6,0,2,1,4,2,1,1,0,0,0,0,0,0,0,0,4,0,0,5,1,1,1,0,0,5,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0, b*x+c*y=d;1*x+1*y=a
385,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,0,8,2,0,0,0,0,0,5,6,5,0,0,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,12,6,0,8,0,4,0,8,4,3,0,0,0,0,0,2,0,0,2,0,2,0,6,2,2,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,1,0, x=(d-b)/(a-c)
386,0,0,1,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,3,5,3,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,0,1,1,0,2,6,0,0,2,0,0,8,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,6,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,2,0,0,0,0,0,0,0,1,2, x=a/(c-b)
387,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,4,0,0,3,2,10,0,10,2,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,27,14,0,6,1,4,0,5,3,5,3,0,11,0,0,1,0,0,1,0,4,0,11,1,2,1,0,0,11,1,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0, a*x+b*y=c;1*x-1*y=d
388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0, c*x+c*y=d;1*x-1*y=b
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0, 1*x+1*y=c;1*x-1*y=b
390,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,1,2,2,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,4,1,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,0,0,0,0,0,6,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0, x=(c-a)/b
391,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,0,4,2,1,0,0,0,0,1,5,1,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,7,0,0,11,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,5,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,2,0,0,0,0,0,0,0,2,0, b*x+c*y=a;1*x+1*y=d
392,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,4,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0, 1*x+1*y=a;-1*x+1*y=b
393,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,4,3,0,3,0,5,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,1,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,1,0, 1*x+1*y=a;-1*x+1*y=b
394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0, 1*x+1*y=a;-1*x+1*y=b
395,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,6,1,0,0,0,0,1,3,2,4,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,7,0,3,1,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,0, c*x+d*y=a;1*x+1*y=b
396,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,2,10,6,10,7,0,0,0,0,1,0,0,0,5,0,0,0,1,3,0,0,0,1,0,0,0,6,0,0,16,0,0,6,0,6,0,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,4,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
397,0,0,1,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,4,1,0,0,0,0,2,2,0,3,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,0,0,0,1,0,0,0,6,0,0,2,0,0,7,0,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,2,0, c*x+d*y=a;1*x+1*y=b
398,0,0,2,2,0,0,3,0,0,0,3,0,2,1,0,0,0,0,2,0,4,1,4,0,0,0,2,7,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,2,0,0,0,6,0,0,8,0,0,9,0,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
399,0,0,0,2,0,0,3,0,0,0,0,1,1,0,0,0,0,1,4,0,4,2,2,0,0,5,2,6,2,6,0,0,0,1,1,0,1,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,11,0,0,9,0,5,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,3,0,0,0,0,0,0,2,0, a*x+b*y=c;1*x+1*y=d
400,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,1,1,4,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0, 2*x+4*y=b;1*x+1*y=a
401,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,4,2,4,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,4,0,0,9,0,3,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0, a*x+b*y=d;1*x+1*y=c
402,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0, 1*x-b*y=0;1*x+1*y=a
403,0,0,0,2,0,0,5,0,0,0,2,0,3,0,0,0,0,0,2,0,4,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,6,2,0,7,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
404,0,0,0,2,0,0,3,0,0,0,1,2,0,0,0,0,0,0,2,0,4,1,1,0,0,0,0,4,5,4,0,0,0,0,0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,4,2,0,11,0,6,0,4,0,3,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0, c*x+d*y=b;1*x+1*y=a
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0, 1*x-a*y=0;1*x+1*y=b
406,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0, c*x-1*y=b;1*x+1*y=d
407,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,2,1,1,1,1,2,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,10,3,0,5,0,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,3,1,3,1,2,1,0,0,4,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0, x=(c-a)/b
408,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,3,0,0,0,4,9,3,9,0,0,0,0,0,1,0,0,0,9,0,0,0,0,6,0,0,0,1,2,0,0,6,0,0,17,5,1,7,0,6,0,4,1,6,0,0,1,0,0,1,2,0,0,0,0,0,6,1,1,1,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
409,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,1,2,3,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,0,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0, 1*x+1*y=a;1*x-1*y=b
410,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,4,1,0,1,0,0,2,2,2,2,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,6,0,0,7,0,1,2,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0, c*x+d*y=b;1*x+1*y=a
411,0,0,0,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,2,1,4,1,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,6,0,0,9,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
412,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,4,1,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,0,3,0,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1, x=(c-a)/b
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,2,4,2,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,8,0,0,8,5,1,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0, x=(c-a)/(d-b)
414,0,0,1,3,0,0,4,0,0,0,3,1,0,0,0,0,0,0,4,0,3,2,0,0,0,0,1,4,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,8,1,0,5,2,3,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,6,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0, x=c/(a+b)
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, x=(c+b)/a
416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,0,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, a*x+0*y=b;c*x-1*y=0
417,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,0,0,0,1,2,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,4,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, x=a+b
418,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0, x=(a+b)/(b-1)
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0, a*x+a*y=c;d*x-d*y=e
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0, a*x+a*y=c;d*x-d*y=e
421,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,2,0,0,2,0,1,1,0,3,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0, 1*x-c*y=b-b*c;1*x+1*y=a
422,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,4,0,4,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,2,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, 1*x-c*y=b;1*x-1*y=d
423,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,0,5,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0,1,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0, a*x+b*y=c;1*x+1*y=e-d-d
424,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0, 1*x-c*y=b-b*c;1*x-a*y=0
425,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, 1*x-a*y=0;1*x-1*y=b
426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,3,0,1,1,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,3,4,3,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0, 1*x-a*y=0;1*x+1*y=b
427,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,0,0,0,1,2,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,4,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, x=a+b
428,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0, x=(a+b)/(b-1)
429,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,3,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,2,0,0,2,0,1,1,0,3,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0, 1*x-c*y=b-b*c;1*x+1*y=a
430,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,4,0,4,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,2,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, 1*x-c*y=b;1*x-1*y=d
431,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,3,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,2,3,2,0,0,5,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0,1,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0, a*x+b*y=c;1*x+1*y=e-d-d
432,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, 1*x-c*y=b-b*c;1*x-a*y=0
433,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, 1*x-a*y=0;1*x-1*y=b
434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,3,0,1,1,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,3,4,3,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0, 1*x-a*y=0;1*x+1*y=b
435,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1,2,0,3,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,1,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0, 1*x-b*y=a*b-a;1*x+1*y=c
